datetime,timelinux,s2
2022-12-14 14:34:36,1.671028476,94.0
2022-12-14 15:04:35,1.671030275,95.0
2022-12-14 15:34:35,1.671032075,3.0
2022-12-14 16:04:40,1.67103388,99.0
2022-12-14 16:34:35,1.671035675,99.0
2022-12-14 17:04:39,1.671037479,3.0
2022-12-14 17:34:38,1.671039278,3.0
2022-12-14 18:04:37,1.671041077,3.0
2022-12-14 18:34:35,1.671042875,92.0
2022-12-14 19:04:37,1.671044677,100.0
2022-12-14 19:34:33,1.671046473,93.0
2022-12-14 20:04:32,1.671048272,107.0
2022-12-14 20:34:28,1.671050068,98.0
2022-12-14 21:04:27,1.671051867,96.0
2022-12-14 21:34:29,1.671053669,101.0
2022-12-14 22:04:26,1.671055466,103.0
2022-12-14 22:34:26,1.671057266,116.0
2022-12-14 23:04:27,1.671059067,122.0
2022-12-14 23:34:27,1.671060867,96.0
2022-12-15 00:04:27,1.671062667,103.0
2022-12-15 00:34:26,1.671064466,103.0
2022-12-15 01:04:25,1.671066265,96.0
2022-12-15 01:34:25,1.671068065,104.0
2022-12-15 02:04:23,1.671069863,105.0
2022-12-15 02:34:22,1.671071662,102.0
2022-12-15 03:04:25,1.671073465,104.0
2022-12-15 03:34:24,1.671075264,101.0
2022-12-15 04:04:27,1.671077067,97.0
2022-12-15 04:34:30,1.67107887,104.0
2022-12-15 05:04:29,1.671080669,102.0
2022-12-15 05:34:27,1.671082467,97.0
2022-12-15 06:04:29,1.671084269,98.0
2022-12-15 06:34:25,1.671086065,96.0
2022-12-15 07:04:26,1.671087866,92.0
2022-12-15 07:34:26,1.671089666,97.0
2022-12-15 08:04:27,1.671091467,104.0
2022-12-15 08:34:28,1.671093268,95.0
2022-12-15 09:04:25,1.671095065,94.0
2022-12-15 09:34:28,1.671096868,114.0
2022-12-15 10:04:27,1.671098667,96.0
2022-12-15 10:34:31,1.671100471,97.0
2022-12-15 11:04:27,1.671102267,92.0
2022-12-15 11:34:35,1.671104075,113.0
2022-12-15 12:04:34,1.671105874,102.0
2022-12-15 12:34:34,1.671107674,107.0
2022-12-15 13:04:35,1.671109475,99.0
2022-12-15 13:34:32,1.671111272,121.0
2022-12-15 14:04:34,1.671113074,100.0
2022-12-15 14:34:38,1.671114878,96.0
2022-12-15 15:04:36,1.671116676,101.0
2022-12-15 15:34:34,1.671118474,102.0
2022-12-15 16:04:36,1.671120276,93.0
2022-12-15 16:34:35,1.671122075,112.0
2022-12-15 17:04:37,1.671123877,93.0
2022-12-15 17:34:34,1.671125674,98.0
2022-12-15 18:04:34,1.671127474,101.0
2022-12-15 18:34:35,1.671129275,94.0
2022-12-15 19:04:35,1.671131075,94.0
2022-12-15 19:34:30,1.67113287,112.0
2022-12-15 20:04:32,1.671134672,95.0
2022-12-15 20:34:27,1.671136467,115.0
2022-12-15 21:04:27,1.671138267,95.0
2022-12-15 21:34:30,1.67114007,98.0
2022-12-15 22:04:29,1.671141869,114.0
2022-12-15 22:34:28,1.671143668,3.0
2022-12-15 23:04:27,1.671145467,107.0
2022-12-15 23:34:26,1.671147266,104.0
2022-12-16 00:04:28,1.671149068,102.0
2022-12-16 00:34:26,1.671150866,99.0
2022-12-16 01:04:28,1.671152668,97.0
2022-12-16 01:34:24,1.671154464,108.0
2022-12-16 02:04:25,1.671156265,107.0
2022-12-16 02:34:24,1.671158064,99.0
2022-12-16 03:04:24,1.671159864,100.0
2022-12-16 03:34:22,1.671161662,104.0
2022-12-16 04:04:25,1.671163465,107.0
2022-12-16 04:34:23,1.671165263,101.0
2022-12-16 05:04:24,1.671167064,105.0
2022-12-16 05:34:21,1.671168861,95.0
2022-12-16 06:04:22,1.671170662,94.0
2022-12-16 06:34:23,1.671172463,113.0
2022-12-16 07:04:25,1.671174265,103.0
2022-12-16 07:34:25,1.671176065,104.0
2022-12-16 08:04:25,1.671177865,100.0
2022-12-16 08:34:27,1.671179667,95.0
2022-12-16 09:04:29,1.671181469,91.0
2022-12-16 09:34:29,1.671183269,3.0
2022-12-16 10:04:29,1.671185069,100.0
2022-12-16 10:34:30,1.67118687,107.0
2022-12-16 11:04:32,1.671188672,105.0
2022-12-16 11:34:30,1.67119047,97.0
2022-12-16 12:04:33,1.671192273,93.0
2022-12-16 12:34:32,1.671194072,94.0
2022-12-16 13:04:31,1.671195871,102.0
2022-12-16 13:34:35,1.671197675,3.0
2022-12-16 14:04:34,1.671199474,94.0
2022-12-16 14:34:34,1.671201274,96.0
2022-12-16 15:04:35,1.671203075,107.0
2022-12-16 15:34:35,1.671204875,102.0
2022-12-16 16:04:31,1.671206671,102.0
2022-12-16 16:34:36,1.671208476,103.0
2022-12-16 17:04:32,1.671210272,109.0
2022-12-16 17:34:31,1.671212071,98.0
2022-12-16 18:04:31,1.671213871,97.0
2022-12-16 18:34:35,1.671215675,82.0
2022-12-16 19:04:32,1.671217472,96.0
2022-12-16 19:34:29,1.671219269,92.0
2022-12-16 20:04:29,1.671221069,110.0
2022-12-16 20:34:27,1.671222867,106.0
2022-12-16 21:04:24,1.671224664,119.0
2022-12-16 21:34:25,1.671226465,101.0
2022-12-16 22:04:26,1.671228266,97.0
2022-12-16 22:34:26,1.671230066,3.0
2022-12-16 23:04:25,1.671231865,110.0
2022-12-16 23:34:23,1.671233663,96.0
2022-12-17 00:04:21,1.671235461,104.0
2022-12-17 00:34:23,1.671237263,109.0
2022-12-17 01:04:20,1.67123906,106.0
2022-12-17 01:34:22,1.671240862,105.0
2022-12-17 02:04:23,1.671242663,104.0
2022-12-17 02:34:21,1.671244461,110.0
2022-12-17 03:04:23,1.671246263,106.0
2022-12-17 03:34:25,1.671248065,108.0
2022-12-17 04:04:22,1.671249862,103.0
2022-12-17 04:34:23,1.671251663,3.0
2022-12-17 05:04:20,1.67125346,103.0
2022-12-17 05:34:22,1.671255262,96.0
2022-12-17 06:04:24,1.671257064,3.0
2022-12-17 06:34:21,1.671258861,97.0
2022-12-17 07:04:23,1.671260663,108.0
2022-12-17 07:34:26,1.671262466,101.0
2022-12-17 08:04:24,1.671264264,95.0
2022-12-17 08:34:24,1.671266064,113.0
2022-12-17 09:04:25,1.671267865,92.0
2022-12-17 09:34:27,1.671269667,93.0
2022-12-17 10:04:30,1.67127147,100.0
2022-12-17 10:34:30,1.67127327,93.0
2022-12-17 11:04:31,1.671275071,91.0
2022-12-17 11:34:28,1.671276868,91.0
2022-12-17 12:04:31,1.671278671,99.0
2022-12-17 12:34:33,1.671280473,95.0
2022-12-17 13:04:31,1.671282271,98.0
2022-12-17 13:34:29,1.671284069,92.0
2022-12-17 14:04:32,1.671285872,98.0
2022-12-17 14:34:31,1.671287671,96.0
2022-12-17 15:04:34,1.671289474,95.0
2022-12-17 15:34:33,1.671291273,93.0
2022-12-17 16:04:32,1.671293072,93.0
2022-12-17 16:34:31,1.671294871,3.0
2022-12-17 17:04:35,1.671296675,104.0
2022-12-17 17:34:34,1.671298474,95.0
2022-12-17 18:04:32,1.671300272,100.0
2022-12-17 18:34:30,1.67130207,93.0
2022-12-17 19:04:33,1.671303873,94.0
2022-12-17 19:34:29,1.671305669,108.0
2022-12-17 20:04:28,1.671307468,117.0
2022-12-17 20:34:24,1.671309264,94.0
2022-12-17 21:04:24,1.671311064,96.0
2022-12-17 21:34:24,1.671312864,97.0
2022-12-17 22:04:22,1.671314662,116.0
2022-12-17 22:34:25,1.671316465,96.0
2022-12-17 23:04:22,1.671318262,98.0
2022-12-17 23:34:24,1.671320064,3.0
2022-12-18 00:04:21,1.671321861,117.0
2022-12-18 00:34:22,1.671323662,124.0
2022-12-18 01:04:23,1.671325463,98.0
2022-12-18 01:34:23,1.671327263,98.0
2022-12-18 02:04:23,1.671329063,96.0
2022-12-18 02:34:23,1.671330863,106.0
2022-12-18 03:04:18,1.671332658,122.0
2022-12-18 03:34:23,1.671334463,103.0
2022-12-18 04:04:23,1.671336263,122.0
2022-12-18 04:34:22,1.671338062,114.0
2022-12-18 05:04:21,1.671339861,97.0
2022-12-18 05:34:21,1.671341661,97.0
2022-12-18 06:04:21,1.671343461,118.0
2022-12-18 06:34:22,1.671345262,97.0
2022-12-18 07:04:24,1.671347064,106.0
2022-12-18 07:34:24,1.671348864,101.0
2022-12-18 08:04:26,1.671350666,104.0
2022-12-18 08:34:29,1.671352469,93.0
2022-12-18 09:04:28,1.671354268,97.0
2022-12-18 09:34:29,1.671356069,107.0
2022-12-18 10:04:30,1.67135787,105.0
2022-12-18 10:34:32,1.671359672,94.0
2022-12-18 11:04:31,1.671361471,91.0
2022-12-18 11:34:35,1.671363275,93.0
2022-12-18 12:04:35,1.671365075,121.0
2022-12-18 12:34:35,1.671366875,140.0
2022-12-18 13:04:34,1.671368674,95.0
2022-12-18 13:34:34,1.671370474,120.0
2022-12-18 14:04:35,1.671372275,119.0
2022-12-18 14:34:32,1.671374072,94.0
2022-12-18 15:04:33,1.671375873,119.0
2022-12-18 15:34:34,1.671377674,97.0
2022-12-18 16:04:35,1.671379475,103.0
2022-12-18 16:34:36,1.671381276,96.0
2022-12-18 17:04:32,1.671383072,97.0
2022-12-18 17:34:32,1.671384872,109.0
2022-12-18 18:04:31,1.671386671,3.0
2022-12-18 18:34:36,1.671388476,3.0
2022-12-18 19:04:30,1.67139027,3.0
2022-12-18 19:34:34,1.671392074,94.0
2022-12-18 20:04:30,1.67139387,102.0
2022-12-18 20:34:29,1.671395669,97.0
2022-12-18 21:04:26,1.671397466,106.0
2022-12-18 21:34:27,1.671399267,106.0
2022-12-18 22:04:23,1.671401063,104.0
