datetime,timelinux,s3
2022-11-17 17:04:39,1.668704679,114.0
2022-11-17 17:34:37,1.668706477,113.0
2022-11-17 18:04:38,1.668708278,102.0
2022-11-17 18:34:38,1.668710078,106.0
2022-11-17 19:04:37,1.668711877,107.0
2022-11-17 19:34:34,1.668713674,107.0
2022-11-17 20:04:33,1.668715473,105.0
2022-11-17 20:34:31,1.668717271,105.0
2022-11-17 21:04:32,1.668719072,105.0
2022-11-17 21:34:28,1.668720868,106.0
2022-11-17 22:04:27,1.668722667,107.0
2022-11-17 22:34:30,1.66872447,109.0
2022-11-17 23:04:28,1.668726268,108.0
2022-11-17 23:34:26,1.668728066,109.0
2022-11-18 00:04:27,1.668729867,107.0
2022-11-18 00:34:25,1.668731665,144.0
2022-11-18 01:04:27,1.668733467,107.0
2022-11-18 01:34:29,1.668735269,179.0
2022-11-18 02:04:27,1.668737067,106.0
2022-11-18 02:34:29,1.668738869,108.0
2022-11-18 03:04:27,1.668740667,106.0
2022-11-18 03:34:28,1.668742468,106.0
2022-11-18 04:04:24,1.668744264,106.0
2022-11-18 04:34:24,1.668746064,108.0
2022-11-18 05:04:23,1.668747863,106.0
2022-11-18 05:34:26,1.668749666,109.0
2022-11-18 06:04:24,1.668751464,110.0
2022-11-18 06:34:22,1.668753262,110.0
2022-11-18 07:04:27,1.668755067,102.0
2022-11-18 07:34:30,1.66875687,101.0
2022-11-18 08:04:30,1.66875867,103.0
2022-11-18 08:34:32,1.668760472,100.0
2022-11-18 09:04:31,1.668762271,104.0
2022-11-18 09:34:33,1.668764073,105.0
2022-11-18 10:04:35,1.668765875,104.0
2022-11-18 10:34:39,1.668767679,148.0
2022-11-18 11:04:38,1.668769478,104.0
2022-11-18 11:34:38,1.668771278,104.0
2022-11-18 12:04:39,1.668773079,101.0
2022-11-18 12:34:40,1.66877488,103.0
2022-11-18 13:04:36,1.668776676,102.0
2022-11-18 13:34:38,1.668778478,154.0
2022-11-18 14:04:40,1.66878028,103.0
2022-11-18 14:34:38,1.668782078,102.0
2022-11-18 15:04:41,1.668783881,103.0
2022-11-18 15:34:40,1.66878568,103.0
2022-11-18 16:04:38,1.668787478,103.0
2022-11-18 16:34:42,1.668789282,103.0
2022-11-18 17:04:40,1.66879108,103.0
2022-11-18 17:34:38,1.668792878,100.0
2022-11-18 18:04:40,1.66879468,100.0
2022-11-18 18:34:37,1.668796477,101.0
2022-11-18 19:04:36,1.668798276,102.0
2022-11-18 19:34:34,1.668800074,102.0
2022-11-18 20:04:34,1.668801874,103.0
2022-11-18 20:34:31,1.668803671,100.0
2022-11-18 21:04:28,1.668805468,181.0
2022-11-18 21:34:27,1.668807267,121.0
2022-11-18 22:04:27,1.668809067,95.0
2022-11-18 22:34:30,1.66881087,108.0
2022-11-18 23:04:29,1.668812669,180.0
2022-11-18 23:34:27,1.668814467,115.0
2022-11-19 00:04:29,1.668816269,165.0
2022-11-19 00:34:28,1.668818068,100.0
2022-11-19 01:04:27,1.668819867,197.0
2022-11-19 01:34:31,1.668821671,134.0
2022-11-19 02:04:31,1.668823471,118.0
2022-11-19 02:34:30,1.66882527,156.0
2022-11-19 03:04:30,1.66882707,120.0
2022-11-19 03:34:28,1.668828868,175.0
2022-11-19 04:04:27,1.668830667,135.0
2022-11-19 04:34:30,1.66883247,105.0
2022-11-19 05:04:27,1.668834267,104.0
2022-11-19 05:34:24,1.668836064,105.0
2022-11-19 06:04:25,1.668837865,106.0
2022-11-19 06:34:25,1.668839665,106.0
2022-11-19 07:04:26,1.668841466,107.0
2022-11-19 07:34:29,1.668843269,104.0
2022-11-19 08:04:31,1.668845071,104.0
2022-11-19 08:34:34,1.668846874,103.0
2022-11-19 09:04:35,1.668848675,104.0
2022-11-19 09:34:37,1.668850477,153.0
2022-11-19 10:04:36,1.668852276,101.0
2022-11-19 10:34:36,1.668854076,104.0
2022-11-19 11:04:38,1.668855878,103.0
2022-11-19 11:34:39,1.668857679,102.0
2022-11-19 12:04:37,1.668859477,102.0
2022-11-19 12:34:39,1.668861279,101.0
2022-11-19 13:04:41,1.668863081,167.0
2022-11-19 13:34:39,1.668864879,104.0
2022-11-19 14:04:42,1.668866682,103.0
2022-11-19 14:34:41,1.668868481,102.0
2022-11-19 15:04:41,1.668870281,101.0
2022-11-19 15:34:41,1.668872081,185.0
2022-11-19 16:04:40,1.66887388,100.0
2022-11-19 16:34:39,1.668875679,101.0
2022-11-19 17:04:38,1.668877478,105.0
2022-11-19 17:34:40,1.66887928,102.0
2022-11-19 18:04:35,1.668881075,105.0
2022-11-19 18:34:38,1.668882878,105.0
2022-11-19 19:04:35,1.668884675,2.0
2022-11-19 19:34:36,1.668886476,3.0
2022-11-19 20:04:30,1.66888827,106.0
2022-11-19 20:34:34,1.668890074,103.0
2022-11-19 21:04:31,1.668891871,103.0
2022-11-19 21:34:29,1.668893669,184.0
2022-11-19 22:04:31,1.668895471,107.0
2022-11-19 22:34:33,1.668897273,188.0
2022-11-19 23:04:29,1.668899069,141.0
2022-11-19 23:34:29,1.668900869,137.0
2022-11-20 00:04:28,1.668902668,114.0
2022-11-20 00:34:27,1.668904467,161.0
2022-11-20 01:04:27,1.668906267,118.0
2022-11-20 01:34:31,1.668908071,119.0
2022-11-20 02:04:31,1.668909871,102.0
2022-11-20 02:34:30,1.66891167,102.0
2022-11-20 03:04:29,1.668913469,107.0
2022-11-20 03:34:27,1.668915267,101.0
2022-11-20 04:04:25,1.668917065,105.0
2022-11-20 04:34:27,1.668918867,104.0
2022-11-20 05:04:25,1.668920665,102.0
2022-11-20 05:34:26,1.668922466,99.0
2022-11-20 06:04:28,1.668924268,99.0
2022-11-20 06:34:25,1.668926065,104.0
2022-11-20 07:04:28,1.668927868,101.0
2022-11-20 07:34:27,1.668929667,122.0
2022-11-20 08:04:31,1.668931471,96.0
2022-11-20 08:34:30,1.66893327,96.0
2022-11-20 09:04:30,1.66893507,135.0
2022-11-20 09:34:29,1.668936869,132.0
2022-11-20 10:04:30,1.66893867,102.0
2022-11-20 10:34:32,1.668940472,119.0
2022-11-20 11:04:30,1.66894227,103.0
2022-11-20 11:34:36,1.668944076,99.0
2022-11-20 12:04:34,1.668945874,100.0
2022-11-20 12:34:37,1.668947677,101.0
2022-11-20 13:04:37,1.668949477,196.0
2022-11-20 13:34:37,1.668951277,3.0
2022-11-20 14:04:37,1.668953077,100.0
2022-11-20 14:34:36,1.668954876,101.0
2022-11-20 15:04:33,1.668956673,100.0
2022-11-20 15:34:35,1.668958475,101.0
2022-11-20 16:04:35,1.668960275,174.0
2022-11-20 16:34:31,1.668962071,96.0
2022-11-20 17:04:35,1.668963875,102.0
