2024-03-09 00:04:30;1;104;104;103;103;104;104;104;104;104;104;
2024-03-09 00:04:30;2;101;101;101;101;101;101;101;101;101;101;
2024-03-09 00:04:30;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 00:04:30;ht;52;26.90
2024-03-09 00:04:30;v;4.24
2024-03-09 00:34:29;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 00:34:29;2;102;102;102;102;102;102;102;102;102;102;
2024-03-09 00:34:29;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 00:34:29;ht;50;26.70
2024-03-09 00:34:29;v;4.24
2024-03-09 01:04:27;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 01:04:27;2;100;100;100;100;100;100;100;100;100;100;
2024-03-09 01:04:27;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 01:04:27;ht;49;26.50
2024-03-09 01:04:27;v;4.24
2024-03-09 01:34:26;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 01:34:26;2;102;102;102;103;102;102;102;102;102;102;
2024-03-09 01:34:26;3;103;103;103;103;103;103;103;103;103;103;
2024-03-09 01:34:26;ht;47;26.60
2024-03-09 01:34:26;v;4.24
2024-03-09 02:04:30;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 02:04:30;2;101;101;101;101;101;101;101;101;101;101;
2024-03-09 02:04:30;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 02:04:30;ht;47;26.80
2024-03-09 02:04:30;v;4.24
2024-03-09 02:34:28;1;103;103;103;103;103;103;103;103;103;102;
2024-03-09 02:34:28;2;101;101;101;101;101;101;101;101;101;102;
2024-03-09 02:34:28;3;105;105;105;105;105;105;105;105;105;105;
2024-03-09 02:34:28;ht;75;25.20
2024-03-09 02:34:28;v;4.24
2024-03-09 03:04:26;1;104;104;104;104;104;103;104;104;104;104;
2024-03-09 03:04:26;2;102;102;102;102;103;102;102;102;102;102;
2024-03-09 03:04:26;3;107;107;107;107;107;107;107;107;107;107;
2024-03-09 03:04:26;ht;70;24.70
2024-03-09 03:04:26;v;4.24
2024-03-09 03:34:29;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 03:34:29;2;101;101;101;101;101;101;101;101;101;101;
2024-03-09 03:34:29;3;107;108;108;107;108;107;108;108;108;107;
2024-03-09 03:34:29;ht;66;24.40
2024-03-09 03:34:29;v;4.23
2024-03-09 04:04:26;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 04:04:26;2;102;102;102;102;102;102;102;102;102;102;
2024-03-09 04:04:26;3;105;105;105;105;105;105;105;105;105;105;
2024-03-09 04:04:26;ht;57;24.10
2024-03-09 04:04:26;v;4.24
2024-03-09 04:34:27;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 04:34:27;2;103;103;103;103;103;103;103;103;103;103;
2024-03-09 04:34:27;3;108;108;108;108;108;108;108;108;108;108;
2024-03-09 04:34:27;ht;52;23.90
2024-03-09 04:34:27;v;4.23
2024-03-09 05:04:24;1;104;105;105;105;105;105;105;104;105;105;
2024-03-09 05:04:24;2;103;103;103;103;103;103;103;103;104;103;
2024-03-09 05:04:24;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 05:04:24;ht;50;23.80
2024-03-09 05:04:24;v;4.24
2024-03-09 05:34:26;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 05:34:26;2;104;104;104;104;104;104;104;104;104;104;
2024-03-09 05:34:26;3;106;106;106;106;106;106;106;106;106;106;
2024-03-09 05:34:26;ht;49;23.70
2024-03-09 05:34:26;v;4.23
2024-03-09 06:04:27;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 06:04:27;2;102;102;102;102;102;102;102;102;102;102;
2024-03-09 06:04:27;3;106;106;106;106;105;106;106;106;106;106;
2024-03-09 06:04:27;ht;49;23.60
2024-03-09 06:04:27;v;4.24
2024-03-09 06:34:28;1;104;104;104;103;104;104;104;104;104;103;
2024-03-09 06:34:28;2;100;100;100;100;100;100;100;100;100;100;
2024-03-09 06:34:28;3;105;105;105;105;105;105;105;105;105;105;
2024-03-09 06:34:28;ht;49;23.80
2024-03-09 06:34:28;v;4.23
2024-03-09 07:04:25;1;103;103;103;103;103;103;103;103;103;103;
2024-03-09 07:04:25;2;100;100;100;100;100;100;100;100;100;100;
2024-03-09 07:04:25;3;106;106;106;106;106;106;106;106;106;106;
2024-03-09 07:04:25;ht;49;24.30
2024-03-09 07:04:25;v;4.24
2024-03-09 07:34:27;1;100;100;100;100;100;100;100;100;100;100;
2024-03-09 07:34:27;2;98;98;98;98;98;98;98;98;98;98;
2024-03-09 07:34:27;3;103;103;103;103;103;103;103;103;103;103;
2024-03-09 07:34:27;ht;49;24.60
2024-03-09 07:34:27;v;4.23
2024-03-09 08:04:29;1;103;103;103;103;103;103;102;102;103;103;
2024-03-09 08:04:29;2;99;99;99;99;99;99;99;99;99;99;
2024-03-09 08:04:29;3;103;103;103;102;103;103;103;103;103;103;
2024-03-09 08:04:29;ht;82;25.90
2024-03-09 08:04:29;v;4.24
2024-03-09 08:34:30;1;98;98;98;98;98;98;98;98;98;98;
2024-03-09 08:34:30;2;98;98;98;98;98;98;98;98;98;98;
2024-03-09 08:34:30;3;98;98;98;98;98;98;98;99;99;98;
2024-03-09 08:34:30;ht;97;27.50
2024-03-09 08:34:30;v;4.23
2024-03-09 09:04:33;1;101;101;100;100;101;101;101;100;100;101;
2024-03-09 09:04:33;2;99;99;99;99;99;99;99;99;99;99;
2024-03-09 09:04:33;3;106;106;106;106;106;106;106;106;106;106;
2024-03-09 09:04:33;ht;97;28.60
2024-03-09 09:04:33;v;4.24
2024-03-09 09:34:33;1;101;99;101;101;101;101;100;101;101;100;
2024-03-09 09:34:33;2;104;103;103;103;103;104;104;103;103;103;
2024-03-09 09:34:33;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 09:34:33;ht;97;29.40
2024-03-09 09:34:33;v;4.23
2024-03-09 10:04:34;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 10:04:34;2;103;103;103;103;103;103;103;103;103;103;
2024-03-09 10:04:34;3;104;104;104;104;104;104;104;104;104;104;
2024-03-09 10:04:34;ht;88;27.10
2024-03-09 10:04:34;v;4.24
2024-03-09 10:34:31;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 10:34:31;2;103;103;103;103;103;103;103;103;103;103;
2024-03-09 10:34:31;3;105;105;105;105;105;105;106;105;105;105;
2024-03-09 10:34:31;ht;91;26.70
2024-03-09 10:34:31;v;4.23
2024-03-09 11:04:27;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 11:04:27;2;104;104;105;105;104;104;104;104;104;104;
2024-03-09 11:04:27;3;3;3;3;3;3;3;3;3;2;3;
2024-03-09 11:04:27;ht;86;26.40
2024-03-09 11:04:27;v;4.24
2024-03-09 11:34:32;1;105;105;105;105;105;105;105;105;105;105;
2024-03-09 11:34:32;2;104;104;104;104;104;104;104;104;104;104;
2024-03-09 11:34:32;3;3;3;3;3;3;3;3;3;3;3;
2024-03-09 11:34:32;ht;97;26.80
2024-03-09 11:34:32;v;4.24
2024-03-09 12:04:29;1;105;104;105;105;105;105;105;105;105;105;
2024-03-09 12:04:29;2;105;105;104;104;104;104;105;105;104;104;
2024-03-09 12:04:29;3;3;3;3;2;3;3;3;3;3;3;
2024-03-09 12:04:29;ht;97;26.90
2024-03-09 12:04:29;v;4.24
2024-03-09 12:34:30;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 12:34:30;2;104;104;104;105;104;104;104;104;104;104;
2024-03-09 12:34:30;3;3;3;3;3;2;3;3;3;3;2;
2024-03-09 12:34:30;ht;97;27.10
2024-03-09 12:34:30;v;4.24
2024-03-09 13:04:32;1;104;104;104;104;104;104;104;104;104;104;
2024-03-09 13:04:32;2;101;101;101;101;101;102;101;101;101;101;
2024-03-09 13:04:32;3;2;2;3;3;3;3;2;2;3;3;
2024-03-09 13:04:32;ht;97;27.80
2024-03-09 13:04:32;v;4.24
2024-03-09 13:34:31;1;104;104;104;104;103;104;104;104;104;104;
