2024-03-20 00:04:26;1;104;104;104;104;104;104;104;104;104;103;
2024-03-20 00:04:26;2;103;103;103;103;103;103;103;103;103;103;
2024-03-20 00:04:26;3;104;104;104;104;104;103;104;104;104;104;
2024-03-20 00:04:26;ht;59;27.00
2024-03-20 00:04:26;v;4.23
2024-03-20 00:34:30;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 00:34:30;2;104;104;103;104;104;104;104;103;104;104;
2024-03-20 00:34:30;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 00:34:30;ht;77;26.70
2024-03-20 00:34:30;v;4.22
2024-03-20 01:04:28;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 01:04:28;2;101;101;101;101;101;101;101;101;101;101;
2024-03-20 01:04:28;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 01:04:28;ht;79;26.50
2024-03-20 01:04:28;v;4.23
2024-03-20 01:34:26;1;120;120;120;120;120;120;120;120;120;120;
2024-03-20 01:34:26;2;103;103;103;103;103;103;103;103;103;103;
2024-03-20 01:34:26;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 01:34:26;ht;66;26.00
2024-03-20 01:34:26;v;4.22
2024-03-20 02:04:29;1;102;102;102;102;102;102;102;102;102;102;
2024-03-20 02:04:29;2;100;101;100;101;100;100;100;100;100;100;
2024-03-20 02:04:29;3;107;107;107;107;107;107;107;107;107;107;
2024-03-20 02:04:29;ht;73;25.90
2024-03-20 02:04:29;v;4.23
2024-03-20 02:34:27;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 02:34:27;2;100;100;100;100;100;100;100;100;100;100;
2024-03-20 02:34:27;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 02:34:27;ht;67;25.80
2024-03-20 02:34:27;v;4.22
2024-03-20 03:04:29;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 03:04:29;2;103;103;103;103;102;102;103;102;103;102;
2024-03-20 03:04:29;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 03:04:29;ht;68;25.80
2024-03-20 03:04:29;v;4.23
2024-03-20 03:34:27;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 03:34:27;2;104;104;104;104;104;104;104;104;104;104;
2024-03-20 03:34:27;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 03:34:27;ht;56;25.50
2024-03-20 03:34:27;v;4.22
2024-03-20 04:04:25;1;102;102;102;102;102;102;102;102;102;102;
2024-03-20 04:04:25;2;102;102;102;102;103;103;103;103;103;103;
2024-03-20 04:04:25;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 04:04:25;ht;58;25.30
2024-03-20 04:04:25;v;4.23
2024-03-20 04:34:27;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 04:34:27;2;95;95;95;95;95;95;95;95;95;95;
2024-03-20 04:34:27;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 04:34:27;ht;46;25.00
2024-03-20 04:34:27;v;4.22
2024-03-20 05:04:29;1;105;105;105;105;105;105;105;105;105;105;
2024-03-20 05:04:29;2;105;105;105;105;105;105;105;104;105;104;
2024-03-20 05:04:29;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 05:04:29;ht;43;24.80
2024-03-20 05:04:29;v;4.22
2024-03-20 05:34:26;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 05:34:26;2;102;102;102;102;102;102;102;102;102;102;
2024-03-20 05:34:26;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 05:34:26;ht;41;24.50
2024-03-20 05:34:26;v;4.22
2024-03-20 06:04:28;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 06:04:28;2;100;99;99;99;100;100;99;100;99;99;
2024-03-20 06:04:28;3;99;99;99;99;99;99;99;99;99;99;
2024-03-20 06:04:28;ht;41;24.20
2024-03-20 06:04:28;v;4.22
2024-03-20 06:34:24;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 06:34:24;2;101;101;101;101;101;101;101;101;101;100;
2024-03-20 06:34:24;3;103;103;103;103;103;103;103;103;103;103;
2024-03-20 06:34:24;ht;43;23.80
2024-03-20 06:34:24;v;4.22
2024-03-20 07:04:25;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 07:04:25;2;99;99;99;99;99;99;99;99;99;99;
2024-03-20 07:04:25;3;104;104;104;104;104;104;104;104;104;104;
2024-03-20 07:04:25;ht;45;23.40
2024-03-20 07:04:25;v;4.22
2024-03-20 07:34:26;1;104;104;104;104;104;104;104;104;104;104;
2024-03-20 07:34:26;2;78;78;78;78;78;78;78;78;78;78;
2024-03-20 07:34:26;3;103;103;103;103;103;103;103;103;103;102;
2024-03-20 07:34:26;ht;42;24.10
2024-03-20 07:34:26;v;4.22
2024-03-20 08:04:28;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 08:04:28;2;84;84;84;84;84;84;84;84;84;84;
2024-03-20 08:04:28;3;94;94;94;94;94;94;93;93;93;92;
2024-03-20 08:04:28;ht;64;25.00
2024-03-20 08:04:28;v;4.22
2024-03-20 08:34:26;1;102;102;102;102;102;102;102;102;102;102;
2024-03-20 08:34:26;2;83;83;83;83;83;83;83;83;83;83;
2024-03-20 08:34:26;3;98;98;98;98;98;98;97;98;98;98;
2024-03-20 08:34:26;ht;92;26.80
2024-03-20 08:34:26;v;4.22
2024-03-20 09:04:33;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 09:04:33;2;92;92;92;92;92;92;92;92;92;92;
2024-03-20 09:04:33;3;103;103;103;103;103;103;103;103;103;103;
2024-03-20 09:04:33;ht;97;28.80
2024-03-20 09:04:33;v;4.21
2024-03-20 09:34:33;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 09:34:33;2;101;101;101;101;102;101;102;101;101;101;
2024-03-20 09:34:33;3;3;3;3;3;3;3;3;3;3;3;
2024-03-20 09:34:33;ht;97;29.70
2024-03-20 09:34:33;v;4.21
2024-03-20 10:04:35;1;94;94;94;94;94;94;94;94;94;94;
2024-03-20 10:04:35;2;95;95;94;95;94;94;94;94;94;94;
2024-03-20 10:04:35;3;98;98;98;98;98;98;98;98;98;98;
2024-03-20 10:04:35;ht;97;30.80
2024-03-20 10:04:35;v;4.21
2024-03-20 10:34:34;1;100;100;100;100;100;100;100;100;99;100;
2024-03-20 10:34:34;2;103;104;103;103;103;103;103;104;103;103;
2024-03-20 10:34:34;3;99;99;99;98;99;99;98;98;98;98;
2024-03-20 10:34:34;ht;97;32.50
2024-03-20 10:34:34;v;4.22
2024-03-20 11:04:39;1;103;103;103;103;103;103;103;103;103;103;
2024-03-20 11:04:39;2;104;104;104;103;104;104;104;104;104;104;
2024-03-20 11:04:39;3;98;98;98;98;98;98;98;98;98;98;
2024-03-20 11:04:39;ht;97;32.60
2024-03-20 11:04:39;v;4.21
2024-03-20 11:34:36;1;99;99;99;99;99;99;99;99;99;99;
2024-03-20 11:34:36;2;103;103;103;103;103;103;103;103;103;103;
2024-03-20 11:34:36;3;3;3;3;3;3;3;3;3;3;3;
