2024-03-15 00:04:25;1;104;104;104;104;103;104;103;103;104;104;
2024-03-15 00:04:25;2;103;103;103;103;103;103;103;103;103;103;
2024-03-15 00:04:25;3;104;104;104;103;103;104;103;104;104;103;
2024-03-15 00:04:25;ht;71;22.50
2024-03-15 00:04:25;v;4.24
2024-03-15 00:34:25;1;104;103;103;104;104;104;103;104;104;104;
2024-03-15 00:34:25;2;101;101;101;101;101;101;101;101;101;101;
2024-03-15 00:34:25;3;103;104;104;104;103;103;104;104;104;103;
2024-03-15 00:34:25;ht;57;22.30
2024-03-15 00:34:25;v;4.23
2024-03-15 01:04:25;1;103;104;103;103;103;104;103;104;103;104;
2024-03-15 01:04:25;2;103;103;103;103;103;103;103;103;103;103;
2024-03-15 01:04:25;3;103;103;104;104;104;103;104;103;104;104;
2024-03-15 01:04:25;ht;48;22.10
2024-03-15 01:04:25;v;4.24
2024-03-15 01:34:25;1;104;103;104;104;103;104;103;104;104;104;
2024-03-15 01:34:25;2;103;103;103;103;103;103;103;103;103;103;
2024-03-15 01:34:25;3;104;105;105;105;104;105;105;104;105;104;
2024-03-15 01:34:25;ht;45;22.00
2024-03-15 01:34:25;v;4.23
2024-03-15 02:04:25;1;104;104;104;104;104;103;103;104;104;104;
2024-03-15 02:04:25;2;104;104;104;104;104;104;104;104;104;104;
2024-03-15 02:04:25;3;102;102;103;102;103;103;103;103;103;103;
2024-03-15 02:04:25;ht;45;22.00
2024-03-15 02:04:25;v;4.24
2024-03-15 02:34:24;1;103;104;103;104;104;103;104;103;103;104;
2024-03-15 02:34:24;2;104;104;104;104;104;104;104;104;104;104;
2024-03-15 02:34:24;3;104;104;104;104;104;104;104;104;104;104;
2024-03-15 02:34:24;ht;44;21.90
2024-03-15 02:34:24;v;4.23
2024-03-15 03:04:24;1;104;104;104;104;103;103;103;104;104;103;
2024-03-15 03:04:24;2;104;104;104;104;104;105;104;104;104;104;
2024-03-15 03:04:24;3;102;103;103;102;103;103;103;103;103;102;
2024-03-15 03:04:24;ht;44;21.90
2024-03-15 03:04:24;v;4.24
2024-03-15 03:34:24;1;104;104;104;104;104;103;104;104;104;103;
