2024-03-02 00:04:27;1;95;95;95;95;95;95;95;95;95;95;
2024-03-02 00:04:27;2;105;105;105;105;105;105;105;105;105;105;
2024-03-02 00:04:27;3;70;70;70;70;70;70;70;70;70;70;
2024-03-02 00:04:27;ht;52;25.20
2024-03-02 00:04:27;v;4.24
2024-03-02 00:34:29;1;98;98;98;98;98;98;98;98;98;98;
2024-03-02 00:34:29;2;59;59;59;59;59;59;59;59;59;59;
2024-03-02 00:34:29;3;109;109;109;109;109;109;109;109;109;109;
2024-03-02 00:34:29;ht;65;25.10
2024-03-02 00:34:29;v;4.24
2024-03-02 01:04:26;1;104;104;104;104;104;104;104;104;104;104;
2024-03-02 01:04:26;2;69;69;69;69;69;69;69;69;69;69;
2024-03-02 01:04:26;3;63;62;62;62;62;62;62;62;62;62;
2024-03-02 01:04:26;ht;55;24.80
2024-03-02 01:04:26;v;4.24
2024-03-02 01:34:28;1;105;105;105;105;105;105;105;105;105;105;
2024-03-02 01:34:28;2;106;106;106;105;106;106;106;106;106;106;
2024-03-02 01:34:28;3;104;104;104;104;104;104;104;104;104;104;
2024-03-02 01:34:28;ht;48;24.50
2024-03-02 01:34:28;v;4.24
2024-03-02 02:04:24;1;105;105;105;105;105;105;105;105;105;105;
2024-03-02 02:04:24;2;58;58;58;58;58;58;58;58;58;58;
2024-03-02 02:04:24;3;63;62;63;63;63;62;62;62;63;63;
2024-03-02 02:04:24;ht;46;24.30
2024-03-02 02:04:24;v;4.24
2024-03-02 02:34:25;1;105;105;105;105;105;105;105;105;105;105;
2024-03-02 02:34:25;2;105;105;105;105;105;105;105;105;105;105;
2024-03-02 02:34:25;3;3;3;3;3;2;3;3;3;3;3;
2024-03-02 02:34:25;ht;46;24.10
2024-03-02 02:34:25;v;4.24
2024-03-02 03:04:26;1;105;105;105;105;105;105;105;105;105;105;
2024-03-02 03:04:26;2;84;84;84;84;84;84;84;84;84;84;
2024-03-02 03:04:26;3;74;74;74;74;74;74;74;74;74;74;
2024-03-02 03:04:26;ht;47;23.80
2024-03-02 03:04:26;v;4.24
2024-03-02 03:34:27;1;83;83;83;90;84;84;83;83;83;83;
2024-03-02 03:34:27;2;78;78;78;78;78;79;80;80;79;79;
2024-03-02 03:34:27;3;72;72;72;72;72;72;72;72;72;72;
